NUM TITULO;FILIAL;CNPJ;CLIENTE;BAIRRO;MUNICIPIO;ESTADO;CEP;CONTATO; VALOR ; SALDO ;VCTO REAL
000005848;LIMOEIRO NORTE;14271682000181;AUTO ESCOLA MAIA    ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834231561     ; 582,00 ; 582,00 ;03/01/2013
000005916;LIMOEIRO NORTE;14271682000181;AUTO ESCOLA MAIA    ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834231561     ; 582,00 ; 582,00 ;04/02/2013
000005993;LIMOEIRO NORTE;14271682000181;AUTO ESCOLA MAIA    ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834231561     ; 74,40 ; 74,40 ;04/03/2013
000008267;LIMOEIRO NORTE;22250885000110;AUTO ESCOLA SIGA    ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;34234858       ; 500,00 ; 500,00 ;25/11/2015
000008889;LIMOEIRO NORTE;00273362000156;BDF VIAGENS         ;PIO XII             ;JUAZEIRO DO NOR;CE;63020330;35125691       ; 270,66 ; 270,66 ;12/01/2017
000007415;LIMOEIRO NORTE;00850387337   ;BOOT INFORMATICA    ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834231774     ; 260,00 ; 260,00 ;01/10/2014
000005253;LIMOEIRO NORTE;09118718000151;C L DA SILVA        ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834235356     ; 198,00 ; 198,00 ;30/04/2012
000010182;LIMOEIRO NORTE;08213980000112;CLINICA FEMINA LIMOE;BROTOLANDIA         ;LIMOEIRO NORTE ;CE;62930000;34235005       ; 360,00 ; 360,00 ;30/03/2020
000008366;LIMOEIRO NORTE;41739574320   ;COPEFE              ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8892094765     ; 250,00 ; 250,00 ;11/01/2016
000009560;LIMOEIRO NORTE;21829658000180;DENTISTA DO POVO    ;CENTRO              ;CAUCAIA        ;CE;61600004;36310394       ; 940,00 ; 940,00 ;16/07/2018
000009577;LIMOEIRO NORTE;21829658000180;DENTISTA DO POVO    ;CENTRO              ;CAUCAIA        ;CE;61600004;36310394       ; 940,00 ; 940,00 ;16/08/2018
000009278;LIMOEIRO NORTE;16097116000120;DENTISTA POPULAR    ;CENTRO              ;CACHOEIRO DE IT;ES;29300190;88097586       ; 860,00 ; 860,00 ;27/11/2017
000009319;LIMOEIRO NORTE;16097116000120;DENTISTA POPULAR    ;CENTRO              ;CACHOEIRO DE IT;ES;29300190;88097586       ; 860,00 ; 860,00 ;26/12/2017
000006489;LIMOEIRO NORTE;77749413391   ;DR PAULO MARGUEIBE  ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8899933210     ; 300,00 ; 300,00 ;28/10/2013
000006572;LIMOEIRO NORTE;77749413391   ;DR PAULO MARGUEIBE  ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8899933210     ; 300,00 ; 300,00 ;27/11/2013
000006656;LIMOEIRO NORTE;77749413391   ;DR PAULO MARGUEIBE  ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8899933210     ; 300,00 ; 300,00 ;27/12/2013
000006751;LIMOEIRO NORTE;77749413391   ;DR PAULO MARGUEIBE  ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8899933210     ; 300,00 ; 300,00 ;27/01/2014
000008685;LIMOEIRO NORTE;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 210,00 ; 210,00 ;01/08/2016
000008685;LIMOEIRO NORTE;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 210,00 ; 210,00 ;16/08/2016
000008433;LIMOEIRO NORTE;04213585301   ;HENRY KENYO         ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;34232382       ; 250,00 ; 200,00 ;07/03/2016
000008473;LIMOEIRO NORTE;04213585301   ;HENRY KENYO         ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;34232382       ; 250,00 ; 250,00 ;05/04/2016
000008505;LIMOEIRO NORTE;04213585301   ;HENRY KENYO         ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;34232382       ; 250,00 ; 250,00 ;05/05/2016
000008547;LIMOEIRO NORTE;04213585301   ;HENRY KENYO         ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;34232382       ; 250,00 ; 250,00 ;06/06/2016
000009823;LIMOEIRO NORTE;14786466000179;I D H               ;ZONA RURAL          ;LIMOEIRO DO NOR;CE;62930000;8899006326     ; 300,00 ; 300,00 ;15/05/2019
000009850;LIMOEIRO NORTE;14786466000179;I D H               ;ZONA RURAL          ;LIMOEIRO DO NOR;CE;62930000;8899006326     ; 300,00 ; 300,00 ;17/06/2019
000006841;LIMOEIRO NORTE;01709102000143;INFORSISTEM COMPUTAD;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834233486     ; 400,00 ; 400,00 ;26/02/2014
000006917;LIMOEIRO NORTE;01709102000143;INFORSISTEM COMPUTAD;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834233486     ; 400,00 ; 400,00 ;26/03/2014
000006994;LIMOEIRO NORTE;01709102000143;INFORSISTEM COMPUTAD;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834233486     ; 400,00 ; 400,00 ;28/04/2014
000007071;LIMOEIRO NORTE;01709102000143;INFORSISTEM COMPUTAD;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834233486     ; 400,00 ; 400,00 ;26/05/2014
000007145;LIMOEIRO NORTE;01709102000143;INFORSISTEM COMPUTAD;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834233486     ; 400,00 ; 400,00 ;26/06/2014
000009808;LIMOEIRO NORTE;30400318000120;JADE                ;ANTONIO HOLANDA     ;LIMOEIRO DO NOR;CE;62930000;88998637093    ; 280,00 ; 280,00 ;10/05/2019
000006466;LIMOEIRO NORTE;08103471000137;KANGALHA            ;ALAGADICO NOVO      ;FORTALEZA      ;CE;60830640;8896690110     ; 4.000,00 ; 2.000,00 ;15/09/2013
000006584;LIMOEIRO NORTE;08103471000137;KANGALHA            ;ALAGADICO NOVO      ;FORTALEZA      ;CE;60830640;8896690110     ; 4.000,00 ; 4.000,00 ;15/10/2013
000009820;LIMOEIRO NORTE;19425881000110;MAIA UNIFORMES      ;SANTA LUZIA         ;LIMOEIRO DO NOR;CE;62930000;8892360054     ; 300,00 ; 300,00 ;02/05/2019
000005045;LIMOEIRO NORTE;14057847000117;MARIA CHICK MODAS   ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834236289     ; 294,00 ; 294,00 ;13/01/2012
000006503;LIMOEIRO NORTE;17670426000155;MELL PRODUTOS NATURA;MARIA AUXILIADORA   ;PETROLINA      ;PE;56330301;8835231805     ; 400,00 ; 400,00 ;07/10/2013
000006577;LIMOEIRO NORTE;17670426000155;MELL PRODUTOS NATURA;MARIA AUXILIADORA   ;PETROLINA      ;PE;56330301;8835231805     ; 400,00 ; 400,00 ;05/11/2013
000009885;LIMOEIRO NORTE;30349735000196;MONTEIRO MOTOPECAS  ;POPULARES           ;LIMOEIRO DO NOR;CE;62930000;8834233164     ; 300,00 ; 300,00 ;22/07/2019
000006251;LIMOEIRO NORTE;04649877334   ;OTICA SAO JOAO      ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834232538     ; 210,00 ; 190,00 ;08/07/2013
000006320;LIMOEIRO NORTE;04649877334   ;OTICA SAO JOAO      ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834232538     ; 210,00 ; 210,00 ;07/08/2013
000009821;LIMOEIRO NORTE;27497859000104;R3 ASSESSORIA       ;JOSE SIMOES         ;LIMOEIRO DO NOR;CE;62930000;88997900340    ; 400,00 ; 400,00 ;20/05/2019
000009793;LIMOEIRO NORTE;27497859000104;R3 ASSESSORIA       ;JOSE SIMOES         ;LIMOEIRO DO NOR;CE;62930000;88997900340    ; 400,00 ; 400,00 ;15/04/2019
000009794;LIMOEIRO NORTE;27497859000104;R3 ASSESSORIA       ;JOSE SIMOES         ;LIMOEIRO DO NOR;CE;62930000;88997900340    ; 400,00 ; 400,00 ;22/04/2019
000009805;LIMOEIRO NORTE;27497859000104;R3 ASSESSORIA       ;JOSE SIMOES         ;LIMOEIRO DO NOR;CE;62930000;88997900340    ; 300,00 ; 300,00 ;06/05/2019
000009822;LIMOEIRO NORTE;27497859000104;R3 ASSESSORIA       ;JOSE SIMOES         ;LIMOEIRO DO NOR;CE;62930000;88997900340    ; 400,00 ; 400,00 ;15/05/2019
000009786;LIMOEIRO NORTE;30353048000144;RAIMUNDA DE SOUSA   ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;85996601586    ; 300,00 ; 300,00 ;15/04/2019
000009824;LIMOEIRO NORTE;30353048000144;RAIMUNDA DE SOUSA   ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;85996601586    ; 300,00 ; 300,00 ;20/05/2019
000007193;LIMOEIRO NORTE;20259999334   ;RAIMUNDA LUZANIRA   ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8896895588     ; 250,00 ; 250,00 ;07/07/2014
000007464;LIMOEIRO NORTE;42617588300   ;ROBSON RIBEIRO      ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834236100     ; 250,00 ; 250,00 ;23/10/2014
000009947;LIMOEIRO NORTE;23374459000150;STARCELL VARIEDADES ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;88996810768    ; 150,00 ; 150,00 ;09/09/2019
000009992;LIMOEIRO NORTE;23374459000150;STARCELL VARIEDADES ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;88996810768    ; 150,00 ; 150,00 ;07/10/2019
000008118;LIMOEIRO NORTE;20705986000102;VIA SUL - ASSOC     ;MESSEJANA           ;FORTALEZA      ;CE;60833005;30528016       ; 21,00 ; 21,00 ;06/10/2015
000008118;LIMOEIRO NORTE;20705986000102;VIA SUL - ASSOC     ;MESSEJANA           ;FORTALEZA      ;CE;60833005;30528016       ; 21,00 ; 21,00 ;06/10/2015
000005042;LIMOEIRO NORTE;10427576000193;W N S ENGENHARIA    ;CENTRO              ;LIMOEIRO DO NOR;CE;62930000;8834233095     ; 300,00 ; 300,00 ;16/01/2012
000008699;SOBRAL;33219986000144;5 NONNA S           ;DOM EXPEDITO        ;SOBRAL         ;CE;62050255;8599003119     ; 792,00 ; 792,00 ;12/08/2019
000008700;SOBRAL;33219986000144;5 NONNA S           ;DOM EXPEDITO        ;SOBRAL         ;CE;62050255;8599003119     ; 936,00 ; 936,00 ;12/08/2019
000008804;SOBRAL;33219986000144;5 NONNA S           ;DOM EXPEDITO        ;SOBRAL         ;CE;62050255;8599003119     ; 792,00 ; 792,00 ;10/09/2019
000008805;SOBRAL;33219986000144;5 NONNA S           ;DOM EXPEDITO        ;SOBRAL         ;CE;62050255;8599003119     ; 936,00 ; 936,00 ;10/09/2019
000008882;SOBRAL;33219986000144;5 NONNA S           ;DOM EXPEDITO        ;SOBRAL         ;CE;62050255;8599003119     ; 792,00 ; 792,00 ;15/10/2019
000008883;SOBRAL;33219986000144;5 NONNA S           ;DOM EXPEDITO        ;SOBRAL         ;CE;62050255;8599003119     ; 936,00 ; 936,00 ;15/10/2019
000005788;SOBRAL;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 50,40 ; 50,40 ;07/10/2015
000005788;SOBRAL;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 50,40 ; 50,40 ;07/10/2015
000005347;SOBRAL;17833284000108;AUTO ESCOLA DESAFIO ;DR JOSE EUCLIDES    ;SOBRAL         ;CE;62031305;8894813605     ; 528,00 ; 168,00 ;16/02/2015
000006817;SOBRAL;00273362000156;BDF VIAGENS         ;PIO XII             ;JUAZEIRO DO NOR;CE;63020330;35125691       ; 425,33 ; 425,33 ;12/01/2017
000004481;SOBRAL;09043939000108;CAFE JAIBARAS       ;CENTRO              ;SOBRAL         ;CE;62010270;8836118739     ; 520,00 ; 520,00 ;10/02/2014
000004530;SOBRAL;09043939000108;CAFE JAIBARAS       ;CENTRO              ;SOBRAL         ;CE;62010270;8836118739     ; 520,00 ; 520,00 ;10/03/2014
000004652;SOBRAL;09043939000108;CAFE JAIBARAS       ;CENTRO              ;SOBRAL         ;CE;62010270;8836118739     ; 520,00 ; 520,00 ;12/05/2014
000004779;SOBRAL;09043939000108;CAFE JAIBARAS       ;CENTRO              ;SOBRAL         ;CE;62010270;8836118739     ; 520,00 ; 520,00 ;10/06/2014
000004840;SOBRAL;09043939000108;CAFE JAIBARAS       ;CENTRO              ;SOBRAL         ;CE;62010270;8836118739     ; 520,00 ; 520,00 ;10/07/2014
000004920;SOBRAL;09043939000108;CAFE JAIBARAS       ;CENTRO              ;SOBRAL         ;CE;62010270;8836118739     ; 520,00 ; 520,00 ;11/08/2014
000008074;SOBRAL;04980092000174;CASA CALCADOS SANTO ;CENTRO              ;SOBRAL         ;CE;62011120;36113688       ; 350,00 ; 348,58 ;15/10/2018
000006504;SOBRAL;73879892000116;CASA REDES E BORDADO;CENTRO              ;SOBRAL         ;CE;62011140;36114399       ; 350,00 ; 350,00 ;28/07/2016
000007947;SOBRAL;03576375000192;CLINICA DE CIRURGIA ;CENTRO              ;SOBRAL         ;CE;62010290;36110288       ; 432,00 ; 432,00 ;10/08/2018
000009271;SOBRAL;10340622000112;CLINICA PE NO CHAO  ;CENTRO              ;SOBRAL         ;CE;62114000;8836143938     ; 220,00 ; 220,00 ;05/03/2020
000009272;SOBRAL;10340622000112;CLINICA PE NO CHAO  ;CENTRO              ;SOBRAL         ;CE;62114000;8836143938     ; 432,00 ; 432,00 ;05/03/2020
000003709;SOBRAL;05988869000100;ELETROFACIL         ;CENTRO              ;SOBRAL         ;CE;62010150;8836112881     ; 700,00 ; 700,00 ;26/07/2013
000003769;SOBRAL;05988869000100;ELETROFACIL         ;CENTRO              ;SOBRAL         ;CE;62010150;8836112881     ; 700,00 ; 700,00 ;02/08/2013
000003816;SOBRAL;05988869000100;ELETROFACIL         ;CENTRO              ;SOBRAL         ;CE;62010150;8836112881     ; 700,00 ; 700,00 ;09/08/2013
000003868;SOBRAL;05988869000100;ELETROFACIL         ;CENTRO              ;SOBRAL         ;CE;62010150;8836112881     ; 700,00 ; 700,00 ;16/08/2013
000003918;SOBRAL;05988869000100;ELETROFACIL         ;CENTRO              ;SOBRAL         ;CE;62010150;8836112881     ; 700,00 ; 700,00 ;23/08/2013
000003972;SOBRAL;05988869000100;ELETROFACIL         ;CENTRO              ;SOBRAL         ;CE;62010150;8836112881     ; 700,00 ; 700,00 ;30/08/2013
000008952;SOBRAL;32220108000186;ESMALTERIA MAOS DE F;CENTRO              ;SOBRAL         ;CE;62010790;88992614754    ; 792,00 ; 792,00 ;14/11/2019
000009045;SOBRAL;32220108000186;ESMALTERIA MAOS DE F;CENTRO              ;SOBRAL         ;CE;62010790;88992614754    ; 792,00 ; 792,00 ;16/12/2019
000004553;SOBRAL;11787186000197;GALHARUFA PRODUÇOES ;SANTA TERESA        ;RIO DE JANEIRO ;RJ;20241250;2125473221     ; 2.000,00 ; 2.000,00 ;26/02/2014
000008984;SOBRAL;26705620000110;GCENF               ;SAO JOSE            ;PARNAIBA       ;PI;64218310;8599472268     ; 432,00 ; 432,00 ;14/11/2019
000006550;SOBRAL;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 330,00 ; 330,00 ;01/08/2016
000006550;SOBRAL;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 330,00 ; 330,00 ;16/08/2016
000002843;SOBRAL;09389709000103;IESP                ;CENTRO              ;SOBRAL         ;CE;62010290;8836116665     ; 404,80 ; 404,80 ;16/01/2012
000002905;SOBRAL;09389709000103;IESP                ;CENTRO              ;SOBRAL         ;CE;62010290;8836116665     ; 404,80 ; 404,80 ;14/02/2012
000003014;SOBRAL;09389709000103;IESP                ;CENTRO              ;SOBRAL         ;CE;62010290;8836116665     ; 404,80 ; 404,80 ;14/03/2012
000009198;SOBRAL;33728667000164;JLB COSMITICOS      ;CENTRO              ;SOBRAL         ;CE;62010180;88994480990    ; 432,00 ; 432,00 ;20/02/2020
000009199;SOBRAL;33728667000164;JLB COSMITICOS      ;CENTRO              ;SOBRAL         ;CE;62010180;88994480990    ; 120,00 ; 120,00 ;20/02/2020
000009255;SOBRAL;33728667000164;JLB COSMITICOS      ;CENTRO              ;SOBRAL         ;CE;62010180;88994480990    ; 432,00 ; 432,00 ;20/03/2020
000009256;SOBRAL;33728667000164;JLB COSMITICOS      ;CENTRO              ;SOBRAL         ;CE;62010180;88994480990    ; 120,00 ; 120,00 ;20/03/2020
000008862;SOBRAL;16383560000102;KL CONSULTORIA & ASS;RODOLFO TEOFILO     ;FORTALEZA      ;CE;60430160;8532316745     ; 999,60 ; 999,60 ;15/10/2019
000004193;SOBRAL;17670426000155;MELL PRODUTOS NATURA;MARIA AUXILIADORA   ;PETROLINA      ;PE;56330301;8835231805     ; 2.848,00 ; 2.848,00 ;07/10/2013
000004269;SOBRAL;17670426000155;MELL PRODUTOS NATURA;MARIA AUXILIADORA   ;PETROLINA      ;PE;56330301;8835231805     ; 2.848,00 ; 2.848,00 ;05/11/2013
000003446;SOBRAL;09495840000147;MIL MOTOS - SOBRAL  ;CENTRO              ;SOBRAL         ;CE;62010130;8836132004     ; 607,20 ; 607,20 ;30/10/2012
000003507;SOBRAL;09495840000147;MIL MOTOS - SOBRAL  ;CENTRO              ;SOBRAL         ;CE;62010130;8836132004     ; 607,20 ; 607,20 ;30/11/2012
000003571;SOBRAL;09495840000147;MIL MOTOS - SOBRAL  ;CENTRO              ;SOBRAL         ;CE;62010130;8836132004     ; 607,20 ; 607,20 ;02/01/2013
000003635;SOBRAL;09495840000147;MIL MOTOS - SOBRAL  ;CENTRO              ;SOBRAL         ;CE;62010130;8836132004     ; 607,20 ; 607,20 ;30/01/2013
000005194;SOBRAL;11112884000192;MILGAS              ;JUNCO               ;SOBRAL         ;CE;62030520;8836132770     ; 500,00 ; 500,00 ;23/12/2014
000005269;SOBRAL;11112884000192;MILGAS              ;JUNCO               ;SOBRAL         ;CE;62030520;8836132770     ; 500,00 ; 500,00 ;23/01/2015
000005366;SOBRAL;11112884000192;MILGAS              ;JUNCO               ;SOBRAL         ;CE;62030520;8836132770     ; 500,00 ; 500,00 ;23/02/2015
000005323;SOBRAL;14041398000119;MULTY AMARGO        ;PARQUE GRANJEIRO    ;CRATO          ;CE;63106190;8892359155     ; 3.978,00 ; 3.978,00 ;30/01/2015
000005538;SOBRAL;11444580000122;QUIMIPLAST          ;ICARAI              ;CAUCAIA        ;CE;61624000;33183505       ; 704,00 ; 704,00 ;15/05/2015
000005606;SOBRAL;11444580000122;QUIMIPLAST          ;ICARAI              ;CAUCAIA        ;CE;61624000;33183505       ; 704,00 ; 704,00 ;15/06/2015
000003776;SOBRAL;07137813000177;REST O LOURO - FRANC;CENTRO              ;SOBRAL         ;CE;62010000;8836110304     ; 404,80 ; 404,80 ;28/03/2013
000003978;SOBRAL;07137813000177;REST O LOURO - FRANC;CENTRO              ;SOBRAL         ;CE;62010000;8836110304     ; 404,80 ; 404,80 ;29/07/2013
000004104;SOBRAL;07137813000177;REST O LOURO - FRANC;CENTRO              ;SOBRAL         ;CE;62010000;8836110304     ; 404,80 ; 404,80 ;30/09/2013
000007952;SOBRAL;13481309000192;RICARDO ELETRO      ;CENTRO              ;VITORIA DA CONQ;BA;45000903;3132490400     ; 2.937,60 ; 2.937,60 ;30/08/2018
000007973;SOBRAL;13481309000192;RICARDO ELETRO      ;CENTRO              ;VITORIA DA CONQ;BA;45000903;3132490400     ; 2.448,00 ; 2.448,00 ;30/08/2018
000008037;SOBRAL;13481309000192;RICARDO ELETRO      ;CENTRO              ;VITORIA DA CONQ;BA;45000903;3132490400     ; 5.548,80 ; 5.548,80 ;01/10/2018
000003783;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;15/03/2013
000004048;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;16/08/2013
000004261;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;18/11/2013
000004336;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;16/12/2013
000004412;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;15/01/2014
000004532;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;17/03/2014
000004654;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;15/05/2014
000004781;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;16/06/2014
000004842;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;15/07/2014
000004922;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;18/08/2014
000005078;SOBRAL;03956569000113;RIHOMO CUECAS - LUIZ;DISTRITO INDUSTRIAL ;MARACANAU      ;CE;61939000;8534025700     ; 600,00 ; 600,00 ;15/10/2014
000002907;SOBRAL;07817778000137;SAAE - SOBRAL       ;CENTRO              ;SOBRAL         ;CE;62011200;8836115151     ; 500,00 ; 500,00 ;29/02/2012
000002972;SOBRAL;07817778000137;SAAE - SOBRAL       ;CENTRO              ;SOBRAL         ;CE;62011200;8836115151     ; 500,00 ; 500,00 ;30/03/2012
